time,Day,S_Guinea,E_Guinea,I_Guinea,R_Guinea,C_Guinea,Guinea_New_case,Guinea_Noise,S_Liberia,E_Liberia,I_Liberia,R_Liberia,C_Liberia,Liberia_New_case,Liberia_Noise,S_SierraLeone,E_SierraLeone,I_SierraLeone,R_SierraLeone,C_SierraLeone,SierraLeone_New_case,SierraLeone_Noise
2013-12-28,0,11499980.0,10.0,10.0,0.0,0.0,0.0,0,4499989.0,10.0,1.0,0.0,0.0,0.0,0,6799989.0,10.0,1.0,0.0,0.0,0.0,0
2013-12-29,1,11499957.500378408,12.86538033666925,15.34872841134491,14.285512848858147,19.634241260203062,19.634241260203062,12,4499979.983228649,7.891712427038691,7.065124903188511,5.059934021620654,11.125058924809167,11.125058924809167,14,6799981.364226633,8.047312121635173,6.138700171308879,4.449761078354964,9.588461249663839,9.588461249663839,9
2013-12-30,2,11499924.915534088,18.240954351494576,21.86910290113535,34.97440865872102,46.84351155985637,27.209270299653305,25,4499962.940532789,11.488667050660322,10.947003095762803,14.623797062980339,24.57080015874314,13.445741233933973,9,6799967.455545499,10.943365918706164,9.04600496965258,12.555083616747801,20.60108858640038,11.012627336736541,5
2013-12-31,3,11499878.558859374,25.935411718770247,31.098259413599262,64.40746949705823,85.50572891065752,38.66221735080116,45,4499937.0835211435,17.279623282725808,16.50278977786327,29.13406579502201,44.63685557288527,20.066055414142127,30,6799947.525330733,15.466316223375077,12.838852556044634,24.169500493455526,36.00835304950016,15.407264463099779,21
2014-01-01,4,11499812.642024333,36.878247939431894,44.21973756411638,106.25999016822688,140.47972773234326,54.97399882168574,46,4499898.133531461,26.021083718097447,24.85346109133498,50.991923731109,74.84538482244398,30.20852924955871,34,6799919.279247485,21.903847779247492,18.186821564252533,40.63008317893022,57.81690474318275,21.80855169368259,21
2014-01-02,5,11499718.913509285,52.43791419574689,62.877205993121,165.7713705303058,218.64857652342687,78.1688487910836,84,4499839.476725664,39.18606123986935,37.42805257960061,83.90916051740668,120.33721309700728,45.491828274563304,54,6799879.270645013,31.0241161341583,25.759773916389374,63.94546494413026,88.70523886051963,30.888334117336882,28
2014-01-03,6,11499585.640305586,74.56180300039493,89.40605512336523,250.39183629611844,329.7978914194838,111.14931489605692,67,4499751.14459635,59.01087702254638,56.36401514179927,133.4805114866437,188.84452662844294,68.50731353143566,52,6799822.60330496,43.94185639427816,36.48572435744607,96.96911429649607,132.45483865394215,43.74959979342252,40
2014-01-04,7,11499396.140818536,106.01845499895697,127.12642881465202,370.71429765744,487.84072647209223,158.04283505260844,182,4499618.127078799,88.86336675057173,84.87873981673499,208.13081463453335,292.0095544512682,103.16502782282524,114,6799742.34169713,62.23776143940402,51.67743213663183,143.74310930152296,194.42054143815477,61.965702784212624,73
2014-01-05,8,11499126.699068183,150.7433364965222,180.7581826179116,541.7994127077005,712.5575953256122,224.71686885351994,243,4499417.825677323,133.81313068978318,127.81575368007648,320.5454383075791,447.3611919876554,155.35163753638722,215,6799628.663390727,88.15044520718689,73.19389146808817,209.99227260638236,282.1861640744705,87.76562263631575,68
2014-01-06,9,11498743.601097181,214.3299219386461,257.0102364156219,785.0587444722963,1032.0689808879185,319.5113855623064,335,4499116.222071811,201.48954591701082,192.4653121413318,489.8230701317064,681.288382273038,233.9271902853826,138,6799467.658201685,124.84982557275144,103.6675975430272,303.8243752062878,406.4919727493149,124.3058086748444,117
2014-01-07,10,11498198.925499897,304.72667337788533,365.41732814892987,1130.9304985822246,1486.3478267311548,454.27884584323624,384,4498662.118352239,303.3701950573845,289.797336746099,744.7141159580817,1033.5114527041803,352.22307043114233,326,6799239.628405326,176.82403307983404,146.82605746982247,436.72150413164945,582.5475616014719,176.05558885215697,182
2014-01-08,11,11497424.567201065,433.2254294987684,519.5272363630116,1622.6801330807295,2132.207369443742,645.8595427125874,318,4497978.486383163,456.7126359906849,436.3117569448263,1128.4892239018914,1563.8009808467175,530.2895281425372,743,6798916.683547209,250.42655107192957,207.9465769480025,624.9433247790068,831.8899017270093,249.34234012553736,438
2014-01-09,12,11496323.75853644,615.8614418056044,738.5837237563093,2321.7962980058123,3050.380021762123,918.1726523183806,810,4496949.493060156,687.4442026580788,656.8105773634977,1706.2521598236656,2362.0627371871633,798.2617563404458,613,6798459.338505484,354.64940672650283,294.49924152720547,891.5128462708575,1185.0120877980626,353.1221860710533,437
2014-01-10,13,11494759.05103238,875.3932457503217,1049.9090206013732,3315.6467012786834,4355.555721880059,1305.1757001179358,873,4495401.080501268,1034.4701401428094,988.5396530872428,2575.9097055008006,3563.4493585880427,1201.3866214008794,1376,6797811.704579073,502.2147651235103,417.05525179164005,1269.025404018007,1685.0806558096463,500.0685680115837,498
2014-01-11,14,11492535.303533647,1244.0959264851722,1492.270266391682,4728.330273484184,6210.600539875866,1855.0448179958075,2546,4493071.991083119,1556.0625425380254,1487.3518622281615,3884.594512113053,5370.946374341216,1807.4970157531734,3226,6796894.697379773,711.1139188799638,590.5687336911647,1803.6199676635374,2393.188701354701,708.1080455450549,675
2014-01-12,15,11489375.648295369,1767.6886645339882,2120.623418698167,6736.039621407529,8846.663040105697,2636.062500229831,1716,4489570.742437762,2339.259086493683,2236.8212813821574,5853.177194361008,8088.9984757431685,2718.0521014019523,3645,6795596.455004889,1006.7728298743274,836.1827556001837,2560.589409644011,3395.7721652441937,1002.5834638894926,1068
2014-01-13,16,11484887.630640194,2510.830275460687,3012.772237668673,9588.766846687977,12591.539084356651,3744.876044250954,7457,4484312.206267951,3513.517270016504,3361.5925722419297,8812.68388978985,12173.276462031781,4084.2779862886127,3608,6793758.843525044,1425.0908029828718,1183.7682699982188,3632.2974019820344,4815.065671980251,1419.2935067360572,893
2014-01-14,17,11478515.693722475,3564.7545389153265,4278.662980470961,13640.888758150602,17909.55173862157,5318.012654264918,5716,4476425.171224899,5270.162295899893,5046.642996783606,13258.023482417451,18303.666479201063,6130.390017169282,6564,6791158.497601548,2016.6873536567423,1675.4821005937463,5149.332944208648,6823.815044802392,2008.7493728221407,1869
2014-01-15,18,11469474.883165633,5057.768779910818,6073.252211539781,19394.095842928244,25457.34805446802,7547.796315846452,8858,4464619.969535922,7889.208997304285,7564.420348372511,19926.401118398753,27489.82146677128,9186.154987570215,10185,6787480.27439746,2852.80358345608,2370.7302815335956,7296.191737558536,9665.922019092133,2842.1069742897416,1708
2014-01-16,19,11456659.11592639,7169.468390141471,8614.107212886205,27557.308470592747,36161.41568347895,10704.067629010926,5453,4447004.171195122,11774.372224583118,11311.60081941851,29909.855760873786,41220.456580292295,13730.635113521017,18833,6782280.267621477,4033.434313414233,3353.0463246145628,10333.251740500484,13685.298065115048,4019.376046022915,3155
2014-01-17,20,11438515.795741808,10149.534690977354,12205.048154306654,39129.62141291909,51324.66956722575,15163.253883746802,22450,4420837.641148338,17494.27315007847,16855.553367532455,44812.53233404905,61667.08570158153,20446.629121289232,20625,6774934.6414710665,5698.3971698125415,4739.5319472331375,14627.429411894745,19365.961359127883,5680.663294012835,4466
2014-01-18,21,11412877.501247749,14341.690940820297,17267.03656772948,55513.77124371193,72770.80781144141,21446.13824421566,19573,4382232.708546928,25820.60501717274,24985.556049950348,66961.13038594632,91945.68643589671,30278.600734315187,35926,6764569.5717082275,8042.1257746660085,6693.633025340522,20694.669491772536,27387.302517113058,8021.3411579851745,13167
2014-01-19,22,11376742.207374247,20212.39139326008,24376.77009973954,78668.6311327656,103035.40123250513,30264.59342106372,24813,4325843.689239296,37738.40124384704,36751.850625684136,99666.05889117239,136416.9095168566,44471.223080959884,38680,6749966.769058322,11332.888791831918,9442.063039106255,29258.27911074491,38699.34214985116,11312.039632738102,18414
2014-01-20,23,11325998.50199437,28381.403432034505,34311.33268744268,111308.76188616187,145610.09457360453,42574.693341099395,25990,4244671.654191782,54375.359658065754,53451.76012702336,147501.2260231292,200951.9861501526,64535.076633296005,113511,6729438.934376403,15936.65503988561,13296.490326452089,41327.920257264246,54623.41058371632,15924.068433865163,18600
2014-01-21,24,11255106.284495454,39646.41084712298,48092.47623607482,157154.8284213555,205237.30465743024,59627.21008382572,73700,4130250.747303609,76758.64354227313,76483.45105598419,216507.15809813348,292989.60915411764,92037.62300396504,78977,6700671.250232498,22344.489629104442,18679.861080860905,58304.399057539864,76983.26013840076,22359.849554684435,23643
2014-01-22,25,11156774.03119398,54984.51197548981,67014.70495641106,221226.75187412233,288231.4568305333,82994.15217310304,62963,3973653.5266111577,105286.37627386331,106946.46570822509,314113.63140675257,421059.09711497766,128069.48796086002,91915,6660530.824988869,31199.400877686938,26155.376545890176,82114.39758755844,108268.77413344862,31285.513995047862,22474
2014-01-23,26,11021731.130875919,75498.63675881868,92624.97944928918,310145.25291597174,402760.23236526083,114528.77553472755,114188,3767798.148827675,138879.05251313123,144877.93417738736,448444.86448180536,593321.7986591926,172262.70154421497,220713,6604859.689223712,43312.756236743066,36452.23990977026,115375.31462977755,151826.55453954783,43557.780406099206,49046
2014-01-24,27,10838785.95396854,102257.88666908973,126597.75205545679,432358.40730691387,558946.1593623706,156185.92699710978,120474,3511107.260587115,174077.1714356014,188190.5663754458,626625.0016018376,814814.5679772831,221492.76931809052,127663,6528294.099017949,59650.3294717251,50475.024996913286,161580.5465134165,212054.57151032987,60228.016970782046,53154
2014-01-25,28,10595477.658338286,135967.6050562455,170423.14443669326,598131.5921687755,768544.7366054687,209598.57724309806,327492,3211340.1281909677,204854.28716068255,231819.1958717329,851986.3887766163,1083804.584648349,268990.01667106594,366206,6424199.6226479495,81253.16996917209,69271.671235483,225275.53614739847,294546.20738288155,82491.63587255168,87801
2014-01-26,29,10279713.367865974,176425.09495735142,224821.17448583667,819040.3626908368,1043851.5371766733,275306.8005712046,208636,2886935.583608111,224092.2288729716,268064.71165207116,1120907.4758668458,1388971.1875189166,305166.60287056747,220533,6284878.68145093,109042.20299056714,93919.26749805009,312159.84806045593,406078.11555850616,111531.90817562462,85085
